title_x,year,main_genre,director,top_actors,budget,revenue,popularity,vote_average,runtime,success,decade
Silent Hill,2006.0,Horror,Christophe Gans,"['Radha Mitchell', 'Sean Bean', 'Laurie Holden']",50000000,97607453,32.927994,6.3,125.0,1,2000.0
American Reunion,2012.0,Comedy,Jon Hurwitz,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott']",50000000,234989584,39.920035,6.1,113.0,1,2010.0
The Negotiator,1998.0,Action,F. Gary Gray,"['Samuel L. Jackson', 'Kevin Spacey', 'David Morse']",50000000,44547681,28.725621,6.8,140.0,0,1990.0
Into the Storm,2014.0,Action,Steven Quale,"['Richard Armitage', 'Sarah Wayne Callies', 'Matt Walsh']",50000000,160602194,20.566554,5.8,89.0,1,2010.0
Beverly Hills Cop III,1994.0,Action,John Landis,"['Eddie Murphy', 'Judge Reinhold', 'Héctor Elizondo']",50000000,119208989,20.333953,5.5,104.0,1,1990.0
Gremlins 2: The New Batch,1990.0,Comedy,Joe Dante,"['Zach Galligan', 'Phoebe Cates', 'John Glover']",50000000,41482207,33.98637,6.2,106.0,0,1990.0
The Judge,2014.0,Drama,David Dobkin,"['Robert Duvall', 'Robert Downey Jr.', 'Vera Farmiga']",50000000,83719388,42.472324,7.2,141.0,1,2010.0
Resident Evil: Apocalypse,2004.0,Horror,Alexander Witt,"['Milla Jovovich', 'Sienna Guillory', 'Oded Fehr']",45000000,129394835,29.880122,6.1,94.0,1,2000.0
Bridget Jones: The Edge of Reason,2004.0,Comedy,Beeban Kidron,"['Renée Zellweger', 'Hugh Grant', 'Colin Firth']",50000000,40203020,28.803802,6.1,108.0,0,2000.0
Out of Time,2003.0,Thriller,Carl Franklin,"['Denzel Washington', 'Eva Mendes', 'Sanaa Lathan']",50000000,55495563,14.993459,6.1,105.0,1,2000.0
On Deadly Ground,1994.0,Action,Steven Seagal,"['Steven Seagal', 'Michael Caine', 'Joan Chen']",50000000,49000000,9.114168,4.5,102.0,0,1990.0
The Adventures of Sharkboy and Lavagirl,2005.0,Adventure,Robert Rodriguez,"['Taylor Lautner', 'Taylor Dooley', 'Cayden Boyd']",50000000,69425966,12.31101,4.4,92.0,1,2000.0
The Beach,2000.0,Drama,Danny Boyle,"['Leonardo DiCaprio', 'Guillaume Canet', 'Tilda Swinton']",40000000,144056873,41.362082,6.3,119.0,1,2000.0
Raising Helen,2004.0,Drama,Garry Marshall,"['Kate Hudson', 'John Corbett', 'Joan Cusack']",50000000,49718611,13.298205,5.9,119.0,0,2000.0
Ninja Assassin,2009.0,Action,James McTeigue,"['Rain', 'Naomie Harris', 'Sung Kang']",40000000,60462347,19.085403,6.2,99.0,1,2000.0
Striptease,1996.0,Drama,Andrew Bergman,"['Demi Moore', 'Burt Reynolds', 'Armand Assante']",50000000,113309743,11.106006,4.4,115.0,1,1990.0
Marmaduke,2010.0,Family,Tom Dey,"['Owen Wilson', 'Emma Stone', 'George Lopez']",50000000,83761844,12.25622,5.0,87.0,1,2010.0
Hereafter,2010.0,Drama,Clint Eastwood,"['Matt Damon', 'Bryce Dallas Howard', 'George McLaren']",50000000,105197635,13.365715,5.8,129.0,1,2010.0
Murder by Numbers,2002.0,Crime,Barbet Schroeder,"['Sandra Bullock', 'Ben Chaplin', 'Ryan Gosling']",50000000,56714147,16.167093,6.0,120.0,1,2000.0
Assassins,1995.0,Action,Richard Donner,"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore']",50000000,30303072,23.073933,6.0,132.0,0,1990.0
Hannibal Rising,2007.0,Crime,Peter Webber,"['Gaspard Ulliel', 'Aaran Thomas', 'Gong Li']",50000000,82169884,6.567065,6.0,121.0,1,2000.0
The Story of Us,1999.0,Comedy,Rob Reiner,"['Bruce Willis', 'Michelle Pfeiffer', 'Rob Reiner']",50000000,58900031,6.22577,5.9,95.0,1,1990.0
The Host,2013.0,Action,Andrew Niccol,"['Saoirse Ronan', 'Diane Kruger', 'Jake Abel']",44000000,63327201,42.933027,6.0,125.0,1,2010.0
Basic,2003.0,Action,John McTiernan,"['John Travolta', 'Connie Nielsen', 'Samuel L. Jackson']",50000000,42792561,19.226763,6.2,98.0,0,2000.0
Blood Work,2002.0,Crime,Clint Eastwood,"['Clint Eastwood', 'Jeff Daniels', 'Anjelica Huston']",50000000,26199517,10.089065,6.1,110.0,0,2000.0
The International,2009.0,Drama,Tom Tykwer,"['Clive Owen', 'Naomi Watts', 'Armin Mueller-Stahl']",50000000,60161391,13.391833,6.0,118.0,1,2000.0
Escape from L.A.,1996.0,Action,John Carpenter,"['Kurt Russell', 'Stacy Keach', 'Steve Buscemi']",50000000,42277365,21.637234,5.6,97.0,0,1990.0
The Iron Giant,1999.0,Adventure,Brad Bird,"['Eli Marienthal', 'Jennifer Aniston', 'Vin Diesel']",70000000,23159305,61.245957,7.6,86.0,0,1990.0
The Life Aquatic with Steve Zissou,2004.0,Adventure,Wes Anderson,"['Bill Murray', 'Anjelica Huston', 'Cate Blanchett']",50000000,34808403,25.237969,7.1,119.0,0,2000.0
Free State of Jones,2016.0,War,Gary Ross,"['Matthew McConaughey', 'Gugu Mbatha-Raw', 'Mahershala Ali']",50000000,25035950,21.589393,6.6,139.0,0,2010.0
The Life of David Gale,2003.0,Drama,Alan Parker,"['Kevin Spacey', 'Kate Winslet', 'Laura Linney']",50000000,38955598,22.442241,7.3,130.0,0,2000.0
Run All Night,2015.0,Action,Jaume Collet-Serra,"['Liam Neeson', 'Ed Harris', 'Joel Kinnaman']",50000000,71561644,74.64653,6.3,114.0,1,2010.0
Eastern Promises,2007.0,Thriller,David Cronenberg,"['Naomi Watts', 'Viggo Mortensen', 'Vincent Cassel']",51500000,55112356,35.481169,7.2,100.0,1,2000.0
Into the Blue,2005.0,Action,John Stockwell,"['Paul Walker', 'Jessica Alba', 'Scott Caan']",50000000,44434439,14.723467,5.8,110.0,0,2000.0
The Messenger: The Story of Joan of Arc,1999.0,Adventure,Luc Besson,"['Milla Jovovich', 'Dustin Hoffman', 'Faye Dunaway']",60000000,66976317,21.084542,6.2,148.0,1,1990.0
Your Highness,2011.0,Comedy,David Gordon Green,"['Danny McBride', 'James Franco', 'Natalie Portman']",49900000,26121638,21.408222,5.2,102.0,0,2010.0
Dream House,2011.0,Drama,Jim Sheridan,"['Daniel Craig', 'Naomi Watts', 'Rachel Weisz']",50000000,38502340,19.267479,5.8,84.0,0,2010.0
Mad City,1997.0,Action,Costa-Gavras,"['John Travolta', 'Dustin Hoffman', 'Mia Kirshner']",50000000,10541523,3.314004,5.9,114.0,0,1990.0
Baby's Day Out,1994.0,Action,Patrick Read Johnson,"['Joe Mantegna', 'Lara Flynn Boyle', 'Joe Pantoliano']",50000000,16671505,21.312186,5.8,99.0,0,1990.0
The Scarlet Letter,1995.0,Drama,Roland Joffé,"['Demi Moore', 'Gary Oldman', 'Robert Duvall']",50000000,10382407,7.44268,5.5,135.0,0,1990.0
Fair Game,2010.0,Drama,Doug Liman,"['Naomi Watts', 'Sean Penn', 'Ty Burrell']",22000000,24188922,12.54949,6.5,108.0,1,2010.0
Domino,2005.0,Action,Tony Scott,"['Keira Knightley', 'Mickey Rourke', 'Edgar Ramírez']",50000000,22944502,18.394571,6.0,127.0,0,2000.0
Jade,1995.0,Action,William Friedkin,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri']",50000000,9851610,8.189406,5.2,95.0,0,1990.0
Gamer,2009.0,Action,Brian Taylor,"['Gerard Butler', 'Michael C. Hall', 'Logan Lerman']",50000000,40828540,27.631262,5.6,95.0,0,2000.0
Beautiful Creatures,2013.0,Fantasy,Richard LaGravenese,"['Alden Ehrenreich', 'Alice Englert', 'Jeremy Irons']",60000000,60052138,40.721373,5.6,124.0,1,2010.0
Zoolander 2,2016.0,Comedy,Ben Stiller,"['Ben Stiller', 'Owen Wilson', 'Will Ferrell']",50000000,55969000,37.253774,4.7,100.0,1,2010.0
The Big Bounce,2004.0,Comedy,George Armitage,"['Owen Wilson', 'Morgan Freeman', 'Gary Sinise']",50000000,6808550,6.397388,5.0,88.0,0,2000.0
Drive Angry,2011.0,Fantasy,Patrick Lussier,"['Nicolas Cage', 'Amber Heard', 'William Fichtner']",50000000,28931401,30.387148,5.3,105.0,0,2010.0
Street Fighter: The Legend of Chun-Li,2009.0,Action,Andrzej Bartkowiak,"['Kristin Kreuk', 'Chris Klein', 'Neal McDonough']",50000000,12764201,8.139676,3.9,97.0,0,2000.0
The One,2001.0,Action,James Wong,"['Jet Li', 'Jason Statham', 'Carla Gugino']",49000000,72700000,21.746245,5.7,87.0,1,2000.0
The Adventures of Ford Fairlane,1990.0,Action,Renny Harlin,"['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley']",49000000,20423389,2.808428,6.2,104.0,0,1990.0
The Boat That Rocked,2009.0,Drama,Richard Curtis,"['Tom Sturridge', 'Philip Seymour Hoffman', 'Rhys Ifans']",50000000,36348784,31.02233,7.2,116.0,0,2000.0
Traffic,2000.0,Thriller,Steven Soderbergh,"['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas']",48000000,207515725,25.170217,6.9,147.0,1,2000.0
Indiana Jones and the Last Crusade,1989.0,Adventure,Steven Spielberg,"['Harrison Ford', 'Sean Connery', 'Denholm Elliott']",48000000,474171806,80.972475,7.6,127.0,1,1980.0
Chappie,2015.0,Crime,Neill Blomkamp,"['Sharlto Copley', 'Dev Patel', 'Ninja']",49000000,104399548,116.700319,6.6,120.0,1,2010.0
The Bone Collector,1999.0,Drama,Phillip Noyce,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah']",73000000,151493655,33.884459,6.5,118.0,1,1990.0
Panic Room,2002.0,Crime,David Fincher,"['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker']",48000000,196397415,53.043124,6.5,111.0,1,2000.0
Three Kings,1999.0,Action,David O. Russell,"['George Clooney', 'Mark Wahlberg', 'Ice Cube']",75000000,108000000,34.973086,6.6,114.0,1,1990.0
Child 44,2015.0,Crime,Daniel Espinosa,"['Tom Hardy', 'Gary Oldman', 'Noomi Rapace']",50000000,3324330,40.371098,6.1,137.0,0,2010.0
Rat Race,2001.0,Adventure,Jerry Zucker,"['Cuba Gooding Jr.', 'Seth Green', 'Whoopi Goldberg']",48000000,85498534,18.60049,6.0,112.0,1,2000.0
K-PAX,2001.0,Drama,Iain Softley,"['Jeff Bridges', 'Kevin Spacey', 'Mary McCormack']",48000000,50315140,30.920075,7.1,120.0,1,2000.0
Bedazzled,2000.0,Fantasy,Harold Ramis,"['Elizabeth Hurley', 'Brendan Fraser', ""Frances O'Connor""]",48000000,90383208,19.348007,5.6,93.0,1,2000.0
The Cotton Club,1984.0,Music,Francis Ford Coppola,"['Richard Gere', 'Gregory Hines', 'Diane Lane']",58000000,25928721,8.59075,6.6,127.0,0,1980.0
3:10 to Yuma,2007.0,Western,James Mangold,"['Russell Crowe', 'Christian Bale', 'Logan Lerman']",55000000,70016220,48.801089,6.9,122.0,1,2000.0
Taken 3,2014.0,Thriller,Olivier Megaton,"['Liam Neeson', 'Forest Whitaker', 'Maggie Grace']",48000000,325771424,88.844777,6.1,109.0,1,2010.0
Out of Sight,1998.0,Romance,Steven Soderbergh,"['George Clooney', 'Jennifer Lopez', 'Ving Rhames']",48000000,77745568,16.000178,6.5,123.0,1,1990.0
The Cable Guy,1996.0,Comedy,Ben Stiller,"['Jim Carrey', 'Matthew Broderick', 'Leslie Mann']",47000000,102825796,19.525659,5.7,96.0,1,1990.0
Dick Tracy,1990.0,Adventure,Warren Beatty,"['Warren Beatty', 'Al Pacino', 'Madonna']",47000000,103738726,7.859226,5.9,103.0,1,1990.0
The Thomas Crown Affair,1999.0,Drama,John McTiernan,"['Pierce Brosnan', 'Rene Russo', 'Denis Leary']",48000000,124305181,18.102572,6.6,113.0,1,1990.0
Riding in Cars with Boys,2001.0,Comedy,Penny Marshall,"['Drew Barrymore', 'Steve Zahn', 'Adam Garcia']",48000000,35743308,7.226115,6.5,132.0,0,2000.0
First Blood,1982.0,Action,Ted Kotcheff,"['Sylvester Stallone', 'Richard Crenna', 'Brian Dennehy']",15000000,125212904,63.071046,7.2,93.0,1,1980.0
Happily N'Ever After,2006.0,Animation,Yvette Kaplan,"['George Carlin', 'Andy Dick', 'Sarah Michelle Gellar']",47000000,38085778,10.410933,4.6,75.0,0,2000.0
Mary Reilly,1996.0,Drama,Stephen Frears,"['Julia Roberts', 'John Malkovich', 'George Cole']",47000000,12379402,6.067212,5.7,104.0,0,1990.0
My Best Friend's Wedding,1997.0,Comedy,P.J. Hogan,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz']",38000000,299288605,15.401855,6.3,105.0,1,1990.0
Insomnia,2002.0,Crime,Christopher Nolan,"['Al Pacino', 'Robin Williams', 'Hilary Swank']",46000000,113714830,41.322708,6.8,118.0,1,2000.0
Star Trek: First Contact,1996.0,Science Fiction,Jonathan Frakes,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",46000000,150000000,25.6713,7.0,111.0,1,1990.0
Jonah Hex,2010.0,Action,Jimmy Hayward,"['Josh Brolin', 'John Malkovich', 'Megan Fox']",47000000,10539000,22.581313,4.4,80.0,0,2010.0
Courage Under Fire,1996.0,Drama,Edward Zwick,"['Denzel Washington', 'Meg Ryan', 'Lou Diamond Phillips']",46000000,100860818,12.971122,6.2,117.0,1,1990.0
Liar Liar,1997.0,Comedy,Tom Shadyac,"['Jim Carrey', 'Maura Tierney', 'Cary Elwes']",45000000,181000000,26.721386,6.4,86.0,1,1990.0
The Infiltrator,2016.0,Crime,Brad Furman,"['Bryan Cranston', 'Diane Kruger', 'John Leguizamo']",25000000,15436808,24.672234,6.6,127.0,0,2010.0
Inchon,1981.0,Drama,Terence Young,"['Laurence Olivier', 'Jacqueline Bisset', 'Ben Gazzara']",46000000,5200000,0.146783,6.5,140.0,0,1980.0
The Flintstones,1994.0,Fantasy,Brian Levant,"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis']",46000000,341631208,28.964162,5.0,91.0,1,1990.0
Taken 2,2012.0,Action,Olivier Megaton,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen']",45000000,376141306,49.353524,6.1,91.0,1,2010.0
Scary Movie 3,2003.0,Comedy,David Zucker,"['Pamela Anderson', 'Jenny McCarthy', 'Marny Eng']",48000000,220673217,36.585509,5.8,84.0,1,2000.0
Miss Congeniality,2000.0,Comedy,Donald Petrie,"['Sandra Bullock', 'Benjamin Bratt', 'Michael Caine']",45000000,212000000,32.624355,6.1,111.0,1,2000.0
Journey to the Center of the Earth,2008.0,Action,Eric Brevig,"['Brendan Fraser', 'Josh Hutcherson', 'Anita Briem']",45000000,101702060,53.090422,5.8,93.0,1,2000.0
The Princess Diaries 2: Royal Engagement,2004.0,Comedy,Garry Marshall,"['Anne Hathaway', 'Julie Andrews', 'Héctor Elizondo']",40000000,95149435,30.002907,6.0,113.0,1,2000.0
The Pelican Brief,1993.0,Drama,Alan J. Pakula,"['Julia Roberts', 'Denzel Washington', 'Sam Shepard']",45000000,195268056,17.923254,6.3,141.0,1,1990.0
The Client,1994.0,Drama,Joel Schumacher,"['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker']",45000000,117615211,17.746719,6.4,119.0,1,1990.0
The Bucket List,2007.0,Drama,Rob Reiner,"['Jack Nicholson', 'Morgan Freeman', 'Sean Hayes']",45000000,175372502,31.305336,7.0,97.0,1,2000.0
Patriot Games,1992.0,Drama,Phillip Noyce,"['Harrison Ford', 'Anne Archer', 'Patrick Bergin']",45000000,178051587,19.637704,6.3,117.0,1,1990.0
Monster-in-Law,2005.0,Romance,Robert Luketic,"['Jennifer Lopez', 'Jane Fonda', 'Michael Vartan']",43000000,154749918,10.411996,5.6,101.0,1,2000.0
Prisoners,2013.0,Drama,Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Paul Dano']",46000000,122126687,88.496873,7.9,153.0,1,2010.0
Training Day,2001.0,Action,Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn']",45000000,104876233,52.081131,7.3,122.0,1,2000.0
Galaxy Quest,1999.0,Comedy,Dean Parisot,"['Tim Allen', 'Sigourney Weaver', 'Alan Rickman']",45000000,90683916,30.816341,6.9,102.0,1,1990.0
Scary Movie 2,2001.0,Comedy,Keenen Ivory Wayans,"['Anna Faris', 'Marlon Wayans', 'James DeBello']",45000000,141220678,35.376971,5.4,83.0,1,2000.0
The Muppets,2011.0,Comedy,James Bobin,"['Amy Adams', 'Jason Segel', 'Emily Blunt']",45000000,165184237,17.047276,6.5,103.0,1,2010.0
Blade,1998.0,Horror,Stephen Norrington,"['Wesley Snipes', 'Stephen Dorff', 'Kris Kristofferson']",45000000,131183530,43.815492,6.5,120.0,1,1990.0
Coach Carter,2005.0,Drama,Thomas Carter,"['Samuel L. Jackson', 'Rob Brown', ""Robert Ri'chard""]",30000000,76669806,23.234651,7.3,136.0,1,2000.0
Changing Lanes,2002.0,Action,Roger Michell,"['Ben Affleck', 'Samuel L. Jackson', 'Kim Staunton']",45000000,94935764,17.270539,5.9,89.0,1,2000.0
Anaconda,1997.0,Adventure,Luis Llosa,"['Jennifer Lopez', 'Ice Cube', 'Jon Voight']",45000000,136885767,27.684779,4.7,89.0,1,1990.0
Coyote Ugly,2000.0,Comedy,David McNally,"['Piper Perabo', 'Adam Garcia', 'John Goodman']",45000000,113916474,26.79781,5.8,100.0,1,2000.0
Love Actually,2003.0,Comedy,Richard Curtis,"['Keira Knightley', 'Heike Makatsch', 'Emma Thompson']",40000000,244931766,37.073127,7.0,135.0,1,2000.0
A Bug's Life,1998.0,Adventure,Andrew Stanton,"['Kevin Spacey', 'Julia Louis-Dreyfus', 'Hayden Panettiere']",120000000,363258859,87.350802,6.8,95.0,1,1990.0
From Hell,2001.0,Horror,Albert Hughes,"['Johnny Depp', 'Heather Graham', 'Ian Holm']",35000000,74558115,26.134678,6.6,122.0,1,2000.0
The Specialist,1994.0,Action,Luis Llosa,"['Sylvester Stallone', 'Sharon Stone', 'James Woods']",45000000,170362582,16.582709,5.5,110.0,1,1990.0
Tin Cup,1996.0,Comedy,Ron Shelton,"['Kevin Costner', 'Don Johnson', 'Cheech Marin']",45000000,53854588,10.731574,5.9,135.0,1,1990.0
Kicking & Screaming,2005.0,Romance,Jesse Dylan,"['Will Ferrell', 'Robert Duvall', 'Kate Walsh']",45000000,56070433,8.99269,5.6,95.0,1,2000.0
The Hitchhiker's Guide to the Galaxy,2005.0,Adventure,Garth Jennings,"['Martin Freeman', 'Zooey Deschanel', 'Sam Rockwell']",50000000,104478416,51.742065,6.6,109.0,1,2000.0
Resident Evil: Extinction,2007.0,Horror,Russell Mulcahy,"['Milla Jovovich', 'Oded Fehr', 'Ali Larter']",45000000,148412065,12.06538,6.1,94.0,1,2000.0
Blended,2014.0,Comedy,Frank Coraci,"['Drew Barrymore', 'Adam Sandler', 'Wendi McLendon-Covey']",40000000,123494610,44.120328,6.6,117.0,1,2010.0
Last Holiday,2006.0,Adventure,Wayne Wang,"['Queen Latifah', 'LL Cool J', 'Timothy Hutton']",45000000,38399961,6.156015,6.4,112.0,0,2000.0
Savages,2012.0,Crime,Oliver Stone,"['Blake Lively', 'Taylor Kitsch', 'Aaron Taylor-Johnson']",45000000,82966152,31.856589,6.2,131.0,1,2010.0
Cellular,2004.0,Action,David R. Ellis,"['Chris Evans', 'Kim Basinger', 'Jason Statham']",25000000,56422687,24.459948,6.1,94.0,1,2000.0
Johnny English,2003.0,Adventure,Peter Howitt,"['Rowan Atkinson', 'John Malkovich', 'Natalie Imbruglia']",40000000,160583018,28.029015,6.0,88.0,1,2000.0
The Ant Bully,2006.0,Fantasy,John A. Davis,"['Julia Roberts', 'Meryl Streep', 'Nicolas Cage']",50000000,55181129,20.239061,5.5,88.0,1,2000.0
Dune,1984.0,Action,David Lynch,"['Kyle MacLachlan', 'Francesca Annis', 'Leonardo Cimino']",40000000,30925690,25.876582,6.5,137.0,0,1980.0
Revolutionary Road,2008.0,Drama,Sam Mendes,"['Leonardo DiCaprio', 'Kate Winslet', 'Michael Shannon']",35000000,75225693,20.360549,6.7,119.0,1,2000.0
16 Blocks,2006.0,Action,Richard Donner,"['Bruce Willis', 'Yasiin Bey', 'David Morse']",55000000,65664721,32.31022,6.2,105.0,1,2000.0
Babylon A.D.,2008.0,Action,Mathieu Kassovitz,"['Vin Diesel', 'Michelle Yeoh', 'Mélanie Thierry']",70000000,72108608,27.568194,5.4,101.0,1,2000.0
Aliens in the Attic,2009.0,Adventure,John Schultz,"['Carter Jenkins', 'Austin Butler', 'Kevin Nealon']",45000000,57881056,13.707183,5.3,86.0,1,2000.0
The Pledge,2001.0,Crime,Sean Penn,"['Jack Nicholson', 'Aaron Eckhart', 'Helen Mirren']",35000000,29400000,12.495436,6.5,123.0,0,2000.0
The Producers,2005.0,Comedy,Susan Stroman,"['Matthew Broderick', 'Uma Thurman', 'Will Ferrell']",45000000,38058335,6.803965,6.1,134.0,0,2000.0
The Phantom,1996.0,Adventure,Simon Wincer,"['Billy Zane', 'Kristy Swanson', 'Treat Williams']",45000000,17300889,9.025236,4.7,100.0,0,1990.0
Nixon,1995.0,History,Oliver Stone,"['Anthony Hopkins', 'Joan Allen', 'Powers Boothe']",44000000,13681765,3.770161,7.1,192.0,0,1990.0
The Ghost Writer,2010.0,Thriller,Roman Polanski,"['Ewan McGregor', 'Pierce Brosnan', 'Jon Bernthal']",45000000,60222298,21.118196,6.7,128.0,1,2010.0
Deep Rising,1998.0,Adventure,Stephen Sommers,"['Treat Williams', 'Famke Janssen', 'Anthony Heald']",45000000,11203026,6.513856,6.0,106.0,0,1990.0
Miracle at St. Anna,2008.0,Drama,Spike Lee,"['Derek Luke', 'Michael Ealy', 'Laz Alonso']",45000000,9323833,11.387408,6.3,160.0,0,2000.0
Bangkok Dangerous,2008.0,Action,Danny Pang,"['Nicolas Cage', 'Shahkrit Yamnarm', 'Charlie Yeung']",45000000,42487390,14.813057,5.0,99.0,0,2000.0
Big Trouble,2002.0,Action,Barry Sonnenfeld,"['Tim Allen', 'Rene Russo', 'Patrick Warburton']",40000000,8493890,5.201688,6.3,85.0,0,2000.0
Love in the Time of Cholera,2007.0,Drama,Mike Newell,"['Javier Bardem', 'Unax Ugalde', 'Benjamin Bratt']",45000000,4607608,5.361699,6.4,139.0,0,2000.0
Shadow Conspiracy,1997.0,Action,George P. Cosmatos,"['Charlie Sheen', 'Donald Sutherland', 'Linda Hamilton']",45000000,2154540,3.848893,4.0,103.0,0,1990.0
Johnny English Reborn,2011.0,Crime,Oliver Parker,"['Rowan Atkinson', 'Dominic West', 'Gillian Anderson']",45000000,160078586,35.6585,6.0,101.0,1,2010.0
Foodfight!,2012.0,Animation,Lawrence Kasanoff,"['Charlie Sheen', 'Wayne Brady', 'Hilary Duff']",65000000,73706,5.258726,2.3,87.0,0,2010.0
Argo,2012.0,Drama,Ben Affleck,"['Ben Affleck', 'Bryan Cranston', 'Alan Arkin']",44500000,232324128,62.01056,7.1,120.0,1,2010.0
The Fugitive,1993.0,Adventure,Andrew Davis,"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']",44000000,368875760,54.884297,7.2,130.0,1,1990.0
The Bounty Hunter,2010.0,Action,Andy Tennant,"['Gerard Butler', 'Jennifer Aniston', 'Gio Perez']",40000000,136000000,33.747825,5.5,110.0,1,2010.0
Sleepers,1996.0,Crime,Barry Levinson,"['Robert De Niro', 'Brad Pitt', 'Kevin Bacon']",44000000,165615285,16.245068,7.3,147.0,1,1990.0
Rambo: First Blood Part II,1985.0,Action,George P. Cosmatos,"['Sylvester Stallone', 'Richard Crenna', 'Charles Napier']",44000000,300400432,38.653969,6.3,96.0,1,1980.0
Pinocchio,1940.0,Animation,Ben Sharpsteen,"['Mel Blanc', 'Don Brodie', 'Walter Catlett']",2600000,84300000,46.007991,6.9,88.0,1,1940.0
Heaven's Gate,1980.0,Action,Michael Cimino,"['Kris Kristofferson', 'Christopher Walken', 'John Hurt']",44000000,3484331,5.380124,6.4,219.0,0,1980.0
Underworld: Evolution,2006.0,Fantasy,Len Wiseman,"['Kate Beckinsale', 'Scott Speedman', 'Tony Curran']",50000000,111340801,49.020045,6.4,106.0,1,2000.0
Victor Frankenstein,2015.0,Drama,Paul McGuigan,"['James McAvoy', 'Daniel Radcliffe', 'Jessica Brown Findlay']",40000000,34227298,24.821138,5.6,109.0,0,2010.0
Finding Forrester,2000.0,Drama,Gus Van Sant,"['Sean Connery', 'Rob Brown', 'F. Murray Abraham']",43000000,80049764,19.043286,7.0,136.0,1,2000.0
Unleashed,2005.0,Action,Louis Leterrier,"['Jet Li', 'Morgan Freeman', 'Bob Hoskins']",45000000,50871113,25.999888,6.6,103.0,1,2000.0
The Sweetest Thing,2002.0,Romance,Roger Kumble,"['Cameron Diaz', 'Christina Applegate', 'Thomas Jane']",43000000,68696770,18.65632,5.3,84.0,1,2000.0
The Firm,1993.0,Drama,Sydney Pollack,"['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']",42000000,270248367,23.736535,6.6,154.0,1,1990.0
Charlie St. Cloud,2010.0,Drama,Burr Steers,"['Zac Efron', 'Amanda Crew', 'Charlie Tahan']",44000000,48190704,21.75433,6.8,99.0,1,2010.0
The Mechanic,2011.0,Action,Simon West,"['Jason Statham', 'Ben Foster', 'Donald Sutherland']",40000000,51070807,44.094856,6.3,93.0,1,2010.0
21 Jump Street,2012.0,Action,Phil Lord,"['Channing Tatum', 'Jonah Hill', 'Brie Larson']",42000000,201585328,62.714026,6.7,109.0,1,2010.0
Notting Hill,1999.0,Romance,Roger Michell,"['Julia Roberts', 'Hugh Grant', 'Gina McKee']",42000000,363889678,28.969151,7.0,124.0,1,1990.0
Chicken Run,2000.0,Animation,Nick Park,"['Mel Gibson', 'Miranda Richardson', 'Timothy Spall']",45000000,224834564,31.789029,6.5,84.0,1,2000.0
Along Came Polly,2004.0,Comedy,John Hamburg,"['Ben Stiller', 'Jennifer Aniston', 'Philip Seymour Hoffman']",42000000,171963386,33.238296,5.8,90.0,1,2000.0
Boomerang,1992.0,Comedy,Reginald Hudlin,"['Eddie Murphy', 'Robin Givens', 'Halle Berry']",40000000,70100000,6.420434,5.4,117.0,1,1990.0
The Heat,2013.0,Action,Paul Feig,"['Sandra Bullock', 'Melissa McCarthy', 'Demián Bichir']",43000000,158674180,37.654688,6.5,117.0,1,2010.0
Cleopatra,1963.0,Drama,Joseph L. Mankiewicz,"['Elizabeth Taylor', 'Richard Burton', 'Rex Harrison']",31115000,71000000,13.244365,6.7,248.0,1,1960.0
High Crimes,2002.0,Drama,Carl Franklin,"['Ashley Judd', 'Morgan Freeman', 'Jim Caviezel']",42000000,63781810,14.046705,6.1,115.0,1,2000.0
The Mothman Prophecies,2002.0,Drama,Mark Pellington,"['Richard Gere', 'Laura Linney', 'Will Patton']",32000000,55157539,14.733513,6.1,119.0,1,2000.0
Licence to Kill,1989.0,Adventure,John Glen,"['Timothy Dalton', 'Carey Lowell', 'Robert Davi']",32000000,156167015,28.22119,5.9,133.0,1,1980.0
Red Riding Hood,2011.0,Fantasy,Catherine Hardwicke,"['Amanda Seyfried', 'Gary Oldman', 'Billy Burke']",42000000,89162162,45.151657,5.6,100.0,1,2010.0
15 Minutes,2001.0,Action,John Herzfeld,"['Robert De Niro', 'Charlize Theron', 'Edward Burns']",60000000,56359980,15.205371,5.7,120.0,0,2000.0
Super Mario Bros.,1993.0,Adventure,Annabel Jankel,"['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper']",48000000,20915465,14.587367,4.0,104.0,0,1990.0
